dit,cbo,rfc,ca,moa,ic,max_cc,buggy,Voting_Prediction,Voting_Pred_Prob,RandomForest_Prediction,RandomForest_Pred_Prob,AdaBoost_Prediction,AdaBoost_Pred_Prob
1.0,0.0,1.0,0.0,0.0,0.0,1.0,False,False,0.0204608848612,False,0.0,False,0.00294067656244
1.0,0.0,1.0,0.0,0.0,0.0,1.0,False,False,0.0204608848612,False,0.0,False,0.00294067656244
1.0,0.0,1.0,0.0,0.0,0.0,1.0,False,False,0.0204608848612,False,0.0,False,0.00294067656244
1.0,0.0,1.0,0.0,0.0,0.0,1.0,False,False,0.0204608848612,False,0.0,False,0.00294067656244
1.0,0.0,1.0,0.0,0.0,0.0,1.0,False,False,0.0204608848612,False,0.0,False,0.00294067656244
1.0,0.0,1.0,0.0,0.0,0.0,1.0,False,False,0.0204608848612,False,0.0,False,0.00294067656244
1.0,0.0,1.0,0.0,0.0,0.0,1.0,False,False,0.0204608848612,False,0.0,False,0.00294067656244
1.0,0.0,1.0,0.0,0.0,0.0,1.0,False,False,0.0204608848612,False,0.0,False,0.00294067656244
1.0,0.0,1.0,0.0,0.0,0.0,1.0,False,False,0.020649330919,False,0.0,False,0.119965933885
1.0,0.0,1.0,0.0,0.0,0.0,1.0,False,False,0.020649330919,False,0.0,False,0.119965933885
1.0,3.0,7.0,1.0,0.0,0.0,1.0,False,False,0.0357925620406,False,0.0,False,0.134100251652
1.0,3.0,2.0,3.0,0.0,0.0,0.0,False,False,0.0270545677182,False,0.4,False,0.229720696248
1.0,0.0,3.0,0.0,0.0,0.0,1.0,False,False,0.0208183834669,False,0.0,False,0.0817173238651
1.0,0.0,3.0,0.0,0.0,0.0,1.0,False,False,0.0208183834669,False,0.0,False,0.0817173238651
1.0,0.0,3.0,0.0,0.0,0.0,1.0,False,False,0.0208183834669,False,0.0,False,0.0817173238651
1.0,2.0,2.0,2.0,0.0,0.0,0.0,False,False,0.02440835266,False,0.0,False,0.0738573675711
1.0,2.0,10.0,0.0,0.0,0.0,1.0,False,False,0.033236131642,False,0.0,False,0.0131717664863
2.0,1.0,25.0,0.0,0.0,0.0,2.0,False,False,0.0212870954228,False,0.0,False,0.13027542268
1.0,2.0,22.0,0.0,1.0,0.0,8.0,False,False,0.0606664452272,False,0.1,False,0.0664215309095
1.0,0.0,2.0,0.0,0.0,0.0,1.0,False,False,0.0207310450517,False,0.0,False,0.143081416336
1.0,0.0,2.0,0.0,0.0,0.0,1.0,False,False,0.0207310450517,False,0.0,False,0.143081416336
1.0,0.0,2.0,0.0,0.0,0.0,1.0,False,False,0.0207310450517,False,0.0,False,0.143081416336
1.0,0.0,2.0,0.0,0.0,0.0,1.0,False,False,0.0207310450517,False,0.0,False,0.143081416336
1.0,0.0,2.0,0.0,0.0,0.0,1.0,False,False,0.0207310450517,False,0.0,False,0.143081416336
1.0,0.0,2.0,0.0,0.0,0.0,1.0,False,False,0.0207310450517,False,0.0,False,0.143081416336
1.0,0.0,2.0,0.0,0.0,0.0,1.0,False,False,0.0207310450517,False,0.0,False,0.143081416336
1.0,7.0,9.0,7.0,0.0,0.0,1.0,True,False,0.0494538241172,False,0.0,False,0.0661023380119
1.255396,1.111347,3.232568,0.894993,0.0,0.0,0.0,True,False,0.354689624189,False,0.5,True,0.534132838481
1.132545,4.629803,11.550057,6.664643,0.0,0.0,1.92884,True,False,0.363595803789,False,0.4,True,0.548729197437
1.0,2.0,2.0,2.0,0.0,0.0,0.0,False,False,0.02440835266,False,0.0,False,0.0738573675711
1.0,4.0,14.0,2.0,0.0,0.0,4.0,False,False,0.0453074309922,False,0.0,False,0.214677526506
1.0,3.0,15.0,1.0,1.0,0.0,3.0,True,False,0.0422164854942,False,0.1,False,0.23922095806
1.0,3.0,1.0,3.0,0.0,0.0,1.0,False,False,0.0275350621767,False,0.0,False,0.0655195129888
1.0,1.0,1.0,1.0,0.0,0.0,1.0,False,False,0.0225959006318,False,0.0,False,0.0411674541421
1.0,5.0,36.0,5.0,1.0,0.0,8.0,False,False,0.139538226241,False,0.0,False,0.0804554161131
1.0,2.0,4.0,2.0,0.0,0.0,0.0,False,False,0.0246075144581,False,0.0,False,0.11432536852
1.0,1.0,6.0,0.0,0.0,0.0,1.0,False,False,0.0262087491582,False,0.0,False,0.0241993994736
1.0,1.0,8.0,0.0,0.0,0.0,1.0,False,False,0.0264833342926,False,0.0,False,0.0197423253016
1.0,2.0,11.0,1.0,1.0,0.0,3.0,False,False,0.0332931585621,False,0.0,False,0.0487812722666
1.0,2.0,1.0,2.0,0.0,0.0,1.0,False,False,0.0248580988128,False,0.0,False,0.0227895857709
1.0,1.0,7.0,1.0,0.0,0.0,1.0,False,False,0.0232135610892,False,0.0,False,0.0661356598161
1.0,2.0,5.0,0.0,1.0,0.0,1.0,False,False,0.0341083495758,False,0.0,False,0.0451012980233
1.0,0.0,8.0,0.0,0.0,0.0,1.0,False,False,0.0213368014382,False,0.0,False,0.0411593717952
1.0,7.0,3.0,7.0,0.0,0.0,1.0,False,False,0.0482994623979,False,0.1,False,0.0763595408823
1.0,5.0,6.0,1.0,0.0,0.0,1.0,False,False,0.054456638269,False,0.0,False,0.11186989412
1.0,4.0,14.0,1.0,0.0,0.0,1.0,False,False,0.0461077340165,False,0.0,False,0.140517930362
1.0,9.0,20.0,8.0,1.0,0.0,4.0,False,False,0.122274575216,False,0.0,False,0.0712230764278
1.0,0.0,5.0,0.0,0.0,0.0,1.0,False,False,0.0210095191906,False,0.0,False,0.0525583801973
1.0,0.0,5.0,0.0,0.0,0.0,1.0,False,False,0.0210095191906,False,0.0,False,0.0525583801973
1.0,0.0,6.0,0.0,0.0,0.0,1.0,False,False,0.0211132038658,False,0.0,False,0.0525166121289
1.0,0.0,4.0,0.0,0.0,0.0,1.0,False,False,0.0209112331457,False,0.0,False,0.0311193868691
1.0,3.0,14.0,0.0,1.0,0.0,3.0,False,False,0.0470144482766,False,0.0,False,0.0882730081309
1.0,2.0,31.0,1.0,0.0,0.0,5.0,False,False,0.0423649627841,False,0.0,False,0.0824786729767
1.0,0.0,14.0,0.0,0.0,0.0,2.0,False,False,0.0227853501323,False,0.0,False,0.0721214251458
1.0,2.0,19.0,0.0,1.0,0.0,6.0,False,False,0.0467550671138,False,0.0,False,0.02812941845
1.0,1.0,15.0,0.0,0.0,0.0,1.0,False,False,0.0276420046764,False,0.0,False,0.0705634599316
1.0,0.0,6.0,0.0,0.0,0.0,1.0,False,False,0.0211132038658,False,0.0,False,0.0525166121289
1.0,0.0,7.0,0.0,0.0,0.0,1.0,False,False,0.0212222860987,False,0.0,False,0.0659499149472
1.0,6.0,21.0,2.0,2.0,0.0,1.0,False,False,0.0885183190723,False,0.1,False,0.33355057967
1.0,3.0,15.0,1.0,0.0,0.0,1.0,False,False,0.0375120855177,False,0.0,False,0.161382450294
1.0,2.0,6.0,1.0,0.0,0.0,1.0,False,False,0.0286866571215,False,0.0,False,0.112192321974
1.0,0.0,5.0,0.0,0.0,0.0,1.0,False,False,0.0210095191906,False,0.0,False,0.0525583801973
1.0,0.0,6.0,0.0,0.0,0.0,1.0,False,False,0.0211132038658,False,0.0,False,0.0525166121289
1.0,0.0,3.0,0.0,0.0,0.0,1.0,False,False,0.0208183834669,False,0.0,False,0.0817173238651
2.389681,4.076316,4.0,1.502562,0.0,0.0,0.0,True,False,0.0235319906878,True,0.6,True,0.536689341972
1.0,1.293175,7.703461,1.671057,0.459619,0.0,0.304123,True,False,0.356273766127,True,0.7,True,0.65359346589
1.0,4.0,12.0,3.0,0.0,0.0,1.0,False,False,0.0361246011467,False,0.1,False,0.0843895382249
1.0,0.0,17.0,0.0,0.0,0.0,3.0,False,False,0.0241167711368,False,0.0,False,0.059469659059
1.0,1.0,10.0,0.0,0.0,0.0,1.0,False,False,0.0267818566723,False,0.0,False,0.0187953947464
1.908674,2.252838,15.683043,1.0,0.0,0.0,2.951766,True,False,0.357808417303,False,0.5,True,0.608205143234
1.0,3.0,6.0,3.0,0.0,0.0,3.0,False,False,0.0299612787243,False,0.0,False,0.0670635463719
1.0,2.0,13.0,1.0,1.0,0.0,2.0,False,False,0.0342688315236,False,0.0,False,0.261423292025
1.0,6.0,6.0,1.0,0.0,0.0,1.0,False,False,0.0675095648535,False,0.0,False,0.0654991139765
1.0,0.0,5.0,0.0,1.0,0.0,1.0,False,False,0.0237456274634,False,0.0,False,0.0313281359785
1.0,7.0,22.0,3.0,2.0,0.0,1.0,False,False,0.109114120711,False,0.3,False,0.0707958184484
1.0,5.444986,7.631505,2.839626,0.513797,0.0,0.768807,True,False,0.384886844824,True,0.8,True,0.840904415945
1.470231,8.354223,27.827466,1.0,1.271069,0.0,1.95939,True,False,0.46272060399,False,0.5,True,0.849652050557
1.0,4.0,18.0,1.0,2.0,0.0,3.0,False,False,0.0680650254331,False,0.3,False,0.480595618065
1.0,3.0,20.0,3.0,0.0,0.0,3.0,False,False,0.0350652952006,False,0.2,False,0.155749623451
1.0,5.931936,8.356594,5.174056,0.0,0.0,0.499634,True,False,0.378732294446,True,1.0,True,0.665531194201
1.0,6.0,13.0,2.0,1.0,0.0,1.0,False,False,0.0673699147051,False,0.0,False,0.125321417024
2.0,0.0,4.0,0.0,0.0,0.0,1.0,False,False,0.015468346457,False,0.0,False,0.0415706292909
1.0,6.0,4.0,5.0,0.0,0.0,1.0,False,False,0.0462183253216,False,0.0,False,0.445234800712
1.0,3.0,15.0,3.0,0.0,0.0,2.0,False,False,0.0324065692663,False,0.2,False,0.310193390737
1.0,2.0,10.0,1.0,0.0,0.0,2.0,False,False,0.0316036357616,False,0.0,False,0.139925253327
1.0,0.0,5.0,0.0,0.0,0.0,1.0,False,False,0.0222652726167,False,0.0,False,0.0327790814711
1.0,5.0,9.0,4.0,0.0,0.0,1.0,False,False,0.0416804363966,False,0.1,False,0.465632148469
2.0,2.0,16.0,1.0,0.0,0.0,2.0,True,False,0.0231350290901,False,0.0,False,0.144563299754
2.0,5.0,10.0,4.0,1.0,0.0,1.0,False,False,0.0328191579203,False,0.1,False,0.0529311180467
1.528954,5.901679,15.540087,1.187599,0.207418,0.0,1.287398,True,False,0.393067080282,False,0.4,True,0.661312061115
1.0,2.0,18.0,2.0,1.0,0.0,1.0,False,False,0.0313552578537,False,0.0,False,0.0463989516885
1.0,2.0,19.0,0.0,0.0,0.0,4.0,False,False,0.0402370389837,False,0.0,False,0.0152354828631
1.0,5.0,16.0,4.0,0.0,0.0,2.0,False,False,0.044935062799,False,0.1,False,0.257619541943
1.0,5.0,18.0,1.0,0.0,0.0,4.0,False,False,0.0650493118426,False,0.0,False,0.19251077567
1.381157,3.347331,13.146685,4.845555,0.0,0.0,1.818999,True,False,0.359789936331,False,0.5,True,0.714289857262
1.0,3.0,12.0,1.0,0.0,0.0,4.0,False,False,0.375353629522,False,0.3,False,0.408472546229
2.0,1.0,11.0,1.0,0.0,0.0,1.0,False,False,0.0176326606661,False,0.0,False,0.0545729776401
2.0,7.0,13.0,3.0,0.0,0.0,2.0,False,False,0.0526290309544,False,0.0,False,0.240446926
1.0,1.0,6.0,1.0,0.0,0.0,2.0,False,False,0.0251777091515,False,0.1,False,0.0530295758692
1.0,4.0,18.0,1.0,1.0,0.0,4.0,False,False,0.0571320750992,False,0.1,False,0.310920325552
1.0,4.0,20.0,3.0,0.0,0.0,1.0,False,False,0.0403678436804,False,0.0,False,0.0670115074262
1.0,6.0,34.0,2.0,2.0,0.0,4.0,False,False,0.139962377757,False,0.0,False,0.0600029868392
1.0,3.0,15.0,3.0,0.0,0.0,4.0,False,False,0.0350890103852,False,0.1,False,0.191152601986
2.0,4.0,10.0,3.0,1.0,0.0,1.0,False,False,0.0288174976769,False,0.0,False,0.0369378319126
1.0,2.0,3.0,1.0,0.0,0.0,1.0,False,False,0.0296988682418,False,0.0,False,0.0355335531257
1.0,5.0,8.0,5.0,0.0,0.0,1.0,False,False,0.038095708251,False,0.1,False,0.397200990428
1.0,0.0,3.0,0.0,0.0,0.0,1.0,False,False,0.0220635356312,False,0.0,False,0.0844919182159
1.0,1.0,11.0,1.0,0.0,0.0,1.0,False,False,0.0251803578117,False,0.0,False,0.0492251905492
2.0,6.0,28.0,1.0,1.0,0.0,5.0,False,False,0.0744175686116,False,0.0,False,0.125273337187
1.0,3.0,21.0,2.0,1.0,0.0,3.0,False,False,0.0420728705412,False,0.2,False,0.313967437131
1.0,1.0,13.0,1.0,0.0,0.0,1.0,False,False,0.0255039475449,False,0.1,False,0.161585323977
1.0,1.0,4.0,1.0,0.0,0.0,1.0,False,False,0.0242613410822,False,0.0,False,0.0426790963517
1.0,6.0,15.0,2.0,1.0,0.0,1.0,True,False,0.0682885021941,False,0.0,False,0.117170642969
1.0,5.0,21.0,1.0,0.0,0.0,1.0,False,False,0.0607391926364,False,0.0,False,0.0856747936503
1.0,0.0,2.0,0.0,0.0,0.0,1.0,False,False,0.0219711958176,False,0.0,False,0.131277966111
1.0,0.0,2.0,0.0,0.0,0.0,1.0,False,False,0.0219711958176,False,0.0,False,0.131277966111
1.0,0.0,2.0,0.0,0.0,0.0,1.0,False,False,0.0219711958176,False,0.0,False,0.131277966111
1.0,5.0,2.0,3.0,0.0,0.0,1.0,False,False,0.0444011538592,False,0.0,False,0.0412088260864
1.0,2.0,11.0,0.0,0.0,0.0,3.0,False,False,0.0367495116354,False,0.0,False,0.0309982167084
1.0,3.0,4.0,3.0,0.0,0.0,1.0,False,False,0.029561618648,False,0.0,False,0.218952007671
1.0,2.0,5.0,0.0,0.0,0.0,1.0,False,False,0.0336244576941,False,0.0,False,0.0203592382597
1.0,2.0,5.0,0.0,0.0,0.0,1.0,False,False,0.0336244576941,False,0.0,False,0.0203592382597
1.0,2.0,8.0,2.0,0.0,0.0,1.0,False,False,0.0272204138574,False,0.0,False,0.105537546719
1.0,0.0,6.0,0.0,0.0,0.0,1.0,False,False,0.0223745552364,False,0.0,False,0.0330885237023
1.0,0.0,4.0,0.0,0.0,0.0,1.0,False,False,0.0221615866489,False,0.0,False,0.0232699027277
1.0,0.0,4.0,0.0,0.0,0.0,1.0,False,False,0.0221615866489,False,0.0,False,0.0232699027277
1.0,4.0,2.0,3.0,0.0,0.0,1.0,False,False,0.0360997180213,False,0.0,False,0.0558987723513
1.0,3.0,11.0,0.0,0.0,0.0,2.0,False,False,0.0436642028082,False,0.0,False,0.0251903596935
1.0,3.0,10.0,0.0,0.0,0.0,1.0,False,False,0.0423161997031,False,0.0,False,0.0317129752022
1.0,3.0,2.0,2.0,0.0,0.0,1.0,False,False,0.0325639945035,False,0.0,False,0.00600622253217
1.0,4.0,4.0,2.0,0.0,0.0,1.0,False,False,0.0403543248119,False,0.0,False,0.313909680661
1.0,1.0,3.0,1.0,0.0,0.0,1.0,False,False,0.0241558616893,False,0.0,False,0.0250948024537
1.0,2.0,4.0,2.0,0.0,0.0,1.0,False,False,0.026693504743,False,0.0,False,0.133080836955
1.0,2.0,5.0,1.0,0.0,0.0,2.0,False,False,0.0307894677286,False,0.1,False,0.094202935714
