dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,buggy,Accuracy_Pred,Accuracy_Pred_Prob,FMeasure_Pred,FMeasure_Pred_Prob,GMean_Pred,GMean_Pred_Prob,Function to be selected,PredictedTechnique,DSF_Prediction,DSF_Pred_Prob
1,0,18,44,4,1,17,3,0.666666667,221,1.0,1,0.0,0.375,0,0,54.0,4,1.5,False,False,0.1,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0008264716182232691
2,0,2,14,11,1,1,4,0.8,105,0.4,4,0.764705882,0.4,1,1,15.66666667,3,1.0,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
2,0,2,14,11,1,1,4,0.8,105,0.4,4,0.764705882,0.4,1,1,15.66666667,3,1.0,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,8,7,21,6,2,7,2.0,7,0.0,0,0.0,0.306122449,0,0,0.0,1,1.0,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,11,25,300,1,10,25,2.0,25,0.0,0,0.0,0.255,0,0,0.0,1,1.0,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,3,3,3,1,2,3,2.0,3,0.0,0,0.0,0.466666667,0,0,0.0,1,1.0,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,3,31,1,1,2,3,0.5,203,1.0,1,0.0,0.333333333,0,0,32.5,3,1.3333,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,4,22,4,2,3,3,0.333333333,119,0.0,0,0.0,0.5,0,0,28.25,2,1.0,False,False,0.1,False,0.1,False,0.0,FMeasure,FMeasure,False,0.09899383378370294
2,0,7,15,15,2,7,6,2.0,46,0.0,0,0.28571428600000004,0.4,0,0,6.666666667,1,0.8333,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
2,0,10,20,36,5,10,9,2.0,80,0.0,0,0.2,0.377777778,0,0,7.888888888999999,1,0.8889,False,False,0.0,False,0.1,False,0.0,FMeasure,FMeasure,False,0.09816809486814491
1,0,5,13,20,4,1,9,0.791666667,99,1.0,1,0.0,0.288888889,1,1,9.666666667000001,7,1.6667,False,False,0.1,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0008260559434563147
1,0,8,12,9,7,1,10,0.8,79,1.0,1,0.0,0.3,0,0,6.4,1,0.7,False,False,0.0,False,0.05555555555555556,False,0.0,FMeasure,FMeasure,False,0.05455403854438758
1,0,25,87,155,0,25,19,0.863095238,489,1.0,7,0.0,0.14285714300000002,0,0,20.86363636,4,1.4091,True,False,0.34,True,0.7,False,0.5,FMeasure,FMeasure,True,0.6950110475112423
1,0,6,4,6,5,1,4,2.0,4,0.0,0,0.0,0.6875,0,0,0.0,1,1.0,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,3,3,3,2,1,3,2.0,3,0.0,0,0.0,0.5,0,0,0.0,1,1.0,True,False,0.5,False,0.4,True,0.6,GMean,FMeasure,False,0.4025612474441875
1,0,1,13,15,1,0,5,2.0,385,0.0,0,0.0,0.458333333,0,0,63.16666667,47,9.0,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,7,8,28,5,2,8,2.0,8,0.0,0,0.0,0.5,0,0,0.0,1,1.0,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,28,18,0,25,3,3,0.25,75,1.0,1,0.0,0.25,0,0,13.6,4,1.6,False,False,0.09166666666666666,False,0.0,False,0.0,FMeasure,FMeasure,False,0.00075788293714364
1,0,15,78,344,7,11,32,0.884375,543,1.0,1,0.0,0.157575758,1,1,15.15151515,5,1.3636,False,True,0.6599999999999999,False,0.4,True,0.6,FMeasure,FMeasure,False,0.4041623120541638
2,0,7,11,1,0,7,2,1.0,46,1.0,0,0.833333333,1.0,0,0,20.5,1,0.5,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,9,35,4,1,8,2,1.307692308,299,1.0,1,0.0,0.4375,0,0,67.25,5,2.25,True,True,0.55,True,0.55,True,0.65,FMeasure,FMeasure,True,0.5510063149469736
1,0,11,38,41,0,11,15,0.8214285709999999,185,1.0,6,0.0,0.193333333,0,0,10.93333333,5,1.2667,False,False,0.0,False,0.1,False,0.0,FMeasure,FMeasure,False,0.09816776817913322
1,0,4,5,10,3,1,5,2.0,5,0.0,0,0.0,0.9,0,0,0.0,1,1.0,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,5,18,4,1,4,2,1.142857143,128,1.0,2,0.0,0.5,0,0,29.25,2,1.25,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,22,42,36,13,9,8,2.0,207,0.0,0,0.0,0.351851852,0,0,22.0,7,1.5556,False,False,0.0,False,0.1,False,0.0,FMeasure,FMeasure,False,0.09816571296230318
1,0,24,60,13,0,24,4,1.075757576,337,1.0,1,0.0,0.4166666670000001,0,0,45.57142857,3,1.4286,True,False,0.1,False,0.2,False,0.0,FMeasure,FMeasure,False,0.19715984797835798
1,0,7,22,17,7,0,10,0.814285714,150,1.0,0,0.0,0.424242424,0,0,12.0,3,1.0,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,12,35,4,1,12,2,1.083333333,271,1.0,0,0.0,0.466666667,0,0,65.75,9,3.0,False,False,0.0,False,0.15,False,0.0,FMeasure,FMeasure,False,0.14724945828906813
1,0,28,65,252,23,5,32,0.8680351909999999,505,1.0,3,0.0,0.153125,0,0,14.4375,4,1.0938,False,False,0.05,False,0.2,False,0.0,FMeasure,FMeasure,False,0.19674659355272003
2,0,21,49,0,1,20,2,0.64,274,1.0,1,0.791666667,0.333333333,1,3,43.83333333,5,2.1667,False,False,0.4983333333333334,False,0.19166666666666665,True,0.55,FMeasure,FMeasure,False,0.19688430837976095
2,0,22,37,13,2,21,2,0.6,157,1.0,0,0.791666667,0.3666666670000001,1,3,25.0,4,1.8333,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,8,19,83,7,1,15,0.904761905,129,1.0,1,0.0,0.20952381,1,1,7.2,7,1.4,False,False,0.2333333333333333,False,0.0,False,0.225,FMeasure,FMeasure,False,0.004168893335447846
1,0,12,43,25,1,11,8,0.7142857140000001,411,1.0,0,0.0,0.44,0,0,35.72727273,5,1.5455,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,0,5,0,0,0,4,1.0,23,0.333333333,0,0.0,0.75,0,0,4.0,1,0.5,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,18,77,147,4,14,6,0.862745098,596,1.0,3,0.0,0.234567901,0,0,31.94444444,8,2.6667,True,True,0.6,True,0.7,False,0.5,FMeasure,FMeasure,True,0.6971607491260393
2,0,24,55,0,2,23,2,0.64,291,1.0,1,0.791666667,0.333333333,1,3,46.66666667,5,2.3333,False,False,0.3616666666666667,False,0.3433333333333334,False,0.35,FMeasure,FMeasure,False,0.34349131599975047
2,0,7,12,1,0,7,2,1.0,125,1.0,0,0.833333333,1.0,0,0,58.5,1,0.5,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,16,30,0,1,15,2,0.166666667,178,1.0,3,0.0,0.5,0,0,57.33333333,9,3.6667,True,False,0.3,False,0.0,False,0.06666666666666668,FMeasure,FMeasure,False,0.0021839828565444626
2,0,10,17,21,4,10,7,2.0,71,0.0,0,0.25,0.333333333,0,0,9.142857142999999,1,0.8571,False,False,0.0,False,0.03333333333333333,False,0.0,FMeasure,FMeasure,False,0.03272277469971022
1,0,11,55,37,1,10,5,0.5555555560000001,447,1.0,2,0.0,0.35714285700000004,0,0,43.5,9,2.6,False,False,0.2,False,0.0,False,0.1,FMeasure,FMeasure,False,0.002659580473530145
1,0,7,6,15,5,2,6,2.0,6,0.0,0,0.0,0.4166666670000001,0,0,0.0,1,1.0,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,6,29,26,1,5,3,0.6875,200,1.0,2,0.0,0.291666667,0,0,20.77777778,3,1.6667,False,False,0.1,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0008260258756562854
3,0,3,4,1,2,1,3,1.0,15,1.0,0,0.964912281,0.666666667,0,0,3.333333333,1,0.6667,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
2,0,8,20,15,0,8,6,2.0,83,0.0,0,0.28571428600000004,0.833333333,0,0,12.83333333,2,1.1667,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
2,0,10,20,28,4,10,8,2.0,83,0.0,0,0.222222222,0.46875,0,0,9.375,3,1.125,False,True,0.5583333333333333,False,0.38333333333333336,True,0.5833333333333334,FMeasure,FMeasure,False,0.38679492655507247
1,0,4,30,24,3,1,16,0.7589285709999999,331,1.0,1,0.0,0.317647059,1,1,18.05882353,22,2.5882,False,False,0.0,False,0.1,False,0.06666666666666668,FMeasure,FMeasure,False,0.09883872167871216
1,0,3,1,0,2,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,13,15,10,12,1,4,2.0,89,0.0,0,0.0,0.266666667,0,0,16.8,3,1.2,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,31,139,115,0,31,16,0.833333333,823,1.0,8,0.0,0.136842105,0,0,41.84210526,13,2.3158,False,False,0.5,False,0.5,True,0.9,FMeasure,FMeasure,False,0.5039330202128391
1,0,0,2,0,0,0,0,2.0,13,0.0,0,0.0,1.0,0,0,3.0,0,0.0,False,False,0.17706349206349206,False,0.29666666666666663,False,0.4216666666666667,FMeasure,FMeasure,False,0.29695428439684096
1,0,6,7,21,4,2,7,2.0,7,0.0,0,0.0,0.5,0,0,0.0,1,1.0,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,49,25,88,47,2,15,0.854166667,163,1.0,2,0.0,0.205882353,1,1,8.235294117999999,7,1.2941,False,True,0.7083333333333333,True,0.8,True,0.95,FMeasure,FMeasure,True,0.8007530396109722
1,0,9,9,14,8,1,7,0.857142857,46,1.0,1,0.0,0.458333333,0,0,4.25,1,0.75,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,9,21,0,9,0,10,0.666666667,140,1.0,0,0.0,0.34,0,0,12.6,2,0.8,False,False,0.0,False,0.0375,False,0.0,FMeasure,FMeasure,False,0.03683572269833012
2,0,14,28,0,2,12,2,0.5,155,1.0,0,0.9,0.625,1,1,49.33333333,2,0.6667,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,3,8,0,2,1,4,0.5,30,1.0,0,0.0,0.5,0,0,6.0,1,0.75,False,False,0.0,False,0.2,False,0.0,FMeasure,FMeasure,False,0.19646091919610492
2,0,11,17,21,4,11,7,2.0,80,0.0,0,0.25,0.30952381,0,0,10.42857143,1,0.8571,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,9,11,55,7,2,11,2.0,11,0.0,0,0.0,0.311688312,0,0,0.0,1,1.0,True,False,0.5,True,0.7,True,0.75,FMeasure,FMeasure,True,0.6989162397635498
1,0,7,33,11,1,6,3,1.085714286,169,1.0,0,0.0,0.6,0,0,26.0,5,1.6667,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
2,0,20,52,18,1,19,2,0.7857142859999999,360,1.0,0,0.7307692309999999,0.325,1,3,43.5,6,2.5,False,False,0.0,False,0.02,False,0.0,FMeasure,FMeasure,False,0.01964581313273518
1,0,2,15,37,1,1,11,0.85,109,1.0,1,0.0,0.242424242,1,1,8.545454545,7,1.5455,False,False,0.0,False,0.0,False,0.03333333333333333,FMeasure,FMeasure,False,0.00032748179458203577
1,0,5,2,1,3,2,2,2.0,2,0.0,0,0.0,0.583333333,0,0,0.0,1,1.0,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,3,7,6,3,0,4,2.0,17,0.0,0,0.0,1.0,0,0,3.25,1,0.75,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,6,19,17,6,0,8,0.8222222220000001,128,0.8,0,0.0,0.311111111,1,1,11.3,5,1.3,False,False,0.1,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0007878554169328105
1,0,5,36,10,0,5,2,2.0,163,0.0,0,0.0,0.266666667,0,0,31.6,3,1.2,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,8,23,61,8,1,13,0.788461538,154,1.0,1,0.0,0.314285714,1,1,9.714285713999999,7,1.5,False,True,0.7,True,0.7,True,0.8,FMeasure,FMeasure,True,0.7009830873370329
1,0,11,38,0,1,10,2,0.5,237,1.0,2,0.0,0.3666666670000001,0,0,45.6,4,2.2,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
5,0,9,6,3,8,1,2,1.5,16,1.0,0,1.0,0.666666667,0,0,4.0,0,0.0,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,6,12,0,4,2,4,0.0,44,1.0,0,0.0,0.5,0,0,9.75,2,1.0,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,8,16,6,8,0,8,0.708333333,104,1.0,0,0.0,0.311111111,1,1,10.22222222,5,1.2222,False,False,0.0,False,0.0,False,0.03333333333333333,FMeasure,FMeasure,False,0.0003274440267118362
1,0,5,15,0,1,4,7,0.166666667,52,1.0,0,0.0,0.514285714,0,0,6.285714286,1,0.8571,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,34,147,406,0,34,34,0.8888888890000001,736,1.0,8,0.0,0.111111111,0,0,18.64864865,6,1.3784,True,True,0.9,True,0.9,True,0.9,FMeasure,FMeasure,True,0.8999999999999999
1,0,5,34,36,4,1,7,0.727272727,342,1.0,0,0.0,0.464285714,0,0,27.16666667,4,1.8333,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
2,0,18,41,7,1,17,2,0.666666667,216,1.0,0,0.791666667,0.3666666670000001,1,3,34.5,5,2.3333,False,False,0.0,False,0.1,False,0.0,FMeasure,FMeasure,False,0.09822940425026623
1,0,13,33,13,0,13,4,1.0,226,1.0,1,0.0,0.425,0,0,18.63636364,1,0.8182,False,False,0.0,False,0.0,False,0.1,FMeasure,FMeasure,False,0.0009829033942816525
2,0,3,8,6,0,3,4,2.0,22,0.0,0,0.4,1.0,0,0,4.5,1,0.75,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,2,7,3,2,0,5,0.8,35,1.0,0,0.0,0.5555555560000001,0,0,4.333333333,1,0.6667,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,8,21,0,1,7,2,1.0,168,1.0,1,0.0,0.4,0,0,39.0,3,1.5,False,False,0.1,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0007879522172448554
1,0,18,51,18,13,7,7,0.727272727,255,1.0,0,0.0,0.327272727,0,0,19.91666667,5,1.5833,False,False,0.45,True,0.6,False,0.3,FMeasure,FMeasure,True,0.5958834085007101
1,0,7,19,4,4,3,9,0.5,97,1.0,0,0.0,0.7222222220000001,0,0,9.444444444,2,1.0,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,36,16,40,36,0,10,0.818181818,119,1.0,0,0.0,0.3,1,1,8.583333332999999,7,1.4167,False,False,0.4333333333333333,False,0.35,False,0.1,FMeasure,FMeasure,False,0.34819841760027787
1,0,5,31,0,4,1,4,0.85,190,1.0,0,0.0,0.6,0,0,36.0,5,2.8,False,False,0.05,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0003935996979910613
2,0,5,9,6,0,5,4,2.0,38,0.0,0,0.4,0.4,0,0,8.5,1,0.75,False,False,0.0,False,0.1,False,0.0,FMeasure,FMeasure,False,0.09823031893438135
1,0,5,3,3,5,1,3,2.0,3,0.0,0,0.0,0.466666667,0,0,0.0,1,1.0,False,False,0.1,False,0.1,False,0.0,FMeasure,FMeasure,False,0.09894741017166174
3,0,3,19,1,0,3,2,2.0,91,1.0,0,0.961538462,1.0,1,2,44.0,5,2.5,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,26,62,457,24,6,28,0.844594595,454,1.0,2,0.0,0.15,1,1,10.73684211,7,1.4737,False,False,0.5,True,0.8,True,0.7,Accuracy,FMeasure,True,0.7970890502600882
2,0,9,18,28,3,9,8,2.0,65,0.0,0,0.222222222,0.28571428600000004,0,0,7.125,1,0.875,False,False,0.0,False,0.125,False,0.0,FMeasure,FMeasure,False,0.12278807360715271
2,0,12,25,66,6,12,12,2.0,110,0.0,0,0.153846154,0.297619048,0,0,8.166666667000001,1,0.9167,True,True,0.6,True,0.7,True,0.725,FMeasure,FMeasure,True,0.6994584974015853
1,0,2,13,3,2,0,1,2.0,90,0.0,0,0.0,0.444444444,0,0,29.0,6,2.6667,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,3,1,0,2,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
2,0,2,14,11,1,1,4,0.666666667,81,0.666666667,2,0.764705882,0.4,1,1,12.0,3,1.0,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,4,5,0,4,0,3,0.833333333,22,1.0,0,0.0,0.75,0,0,4.0,1,0.5,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,7,6,15,5,2,6,2.0,6,0.0,0,0.0,0.361111111,0,0,0.0,1,1.0,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,9,6,15,7,2,6,2.0,6,0.0,0,0.0,0.466666667,0,0,0.0,1,1.0,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,5,20,0,0,5,3,0.5,94,1.0,0,0.0,0.666666667,0,0,29.66666667,1,0.6667,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
2,0,8,12,1,0,8,2,1.0,59,1.0,0,0.833333333,1.0,0,0,25.0,1,0.5,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,1,10,43,8,1,9,2,0.704545455,219,1.0,1,0.0,0.218181818,0,0,16.91666667,4,1.6667,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
2,0,4,13,3,1,4,1,1.5,39,0.0,0,0.818181818,0.4,1,1,11.0,1,0.6667,True,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,17,32,53,16,2,14,0.875,211,1.0,0,0.0,0.266666667,1,1,12.53333333,7,1.4667,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,21,43,20,0,21,8,0.854166667,252,1.0,5,0.0,0.204545455,0,0,26.33333333,5,1.5556,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,3,13,4,3,0,9,0.625,90,1.0,0,0.0,0.7222222220000001,0,0,8.666666667000001,1,0.7778,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,8,5,10,7,1,5,2.0,5,0.0,0,0.0,0.44,0,0,0.0,1,1.0,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,0,2,0,0,0,1,2.0,11,0.0,0,0.0,1.0,0,0,3.0,0,0.0,False,False,0.17706349206349206,False,0.1847222222222222,False,0.1,FMeasure,FMeasure,False,0.18383141392666616
2,0,4,14,11,3,1,4,0.875,141,0.25,7,0.764705882,0.4,1,1,21.16666667,3,1.0,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
2,0,4,10,1,0,4,2,2.0,30,0.0,0,0.666666667,0.75,0,0,14.0,2,1.0,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
4,0,13,53,325,0,13,26,1.04,204,1.0,0,0.609375,0.25,0,0,6.807692307999999,1,0.9615,False,False,0.0,False,0.25,False,0.04,FMeasure,FMeasure,False,0.24596715387739873
1,0,5,14,0,1,4,3,0.25,63,1.0,1,0.0,0.5555555560000001,0,0,19.33333333,3,1.3333,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,3,14,0,3,0,9,0.694444444,164,1.0,0,0.0,0.5,1,1,15.0,13,2.3,False,False,0.1,True,0.5333333333333333,False,0.36,FMeasure,FMeasure,True,0.5282177182367064
1,0,25,60,492,23,6,25,0.8402777779999999,441,1.0,2,0.0,0.148648649,1,1,10.702702699999998,7,1.4865,False,True,0.85,True,0.9,True,0.9,FMeasure,FMeasure,True,0.8996061649908518
1,0,18,49,51,1,17,4,1.076923077,350,1.0,1,0.0,0.4,0,0,28.45454545,3,1.4545,True,True,0.8,True,0.8,True,0.8333333333333333,FMeasure,FMeasure,True,0.8003276908430402
2,0,10,14,11,9,1,4,0.857142857,129,0.28571428600000004,6,0.764705882,0.4,1,1,19.33333333,3,1.0,False,False,0.3333333333333333,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0026242869365823525
2,0,8,12,1,0,8,2,1.0,56,1.0,0,0.833333333,1.0,0,0,24.0,1,0.5,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,17,60,10,1,16,2,0.732142857,495,1.0,3,0.0,0.2875,0,0,59.875,3,1.25,True,False,0.1,False,0.0,False,0.0,FMeasure,FMeasure,False,0.00044901088646911346
1,0,15,42,16,0,15,10,0.757575758,354,1.0,5,0.0,0.242424242,0,0,28.0,4,1.5,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,5,18,21,2,3,10,0.666666667,174,1.0,0,0.0,0.533333333,0,0,16.0,19,2.7,False,False,0.0,False,0.14166666666666666,False,0.05,FMeasure,FMeasure,False,0.13966585554659178
1,0,12,11,55,7,5,11,2.0,11,0.0,0,0.0,0.33766233799999995,0,0,0.0,1,1.0,True,False,0.0,False,0.1,False,0.0,FMeasure,FMeasure,False,0.09821797688665312
1,0,14,53,24,1,13,2,1.123809524,448,1.0,1,0.0,0.375,0,0,51.25,5,1.875,True,False,0.0,False,0.13333333333333333,False,0.2,FMeasure,FMeasure,False,0.13304823830508497
1,0,5,41,0,2,4,14,0.775,254,0.75,1,0.0,0.257142857,0,0,14.375,3,1.5625,False,True,0.5216666666666667,True,0.55,False,0.37333333333333335,GMean,Accuracy,True,0.5322039397855364
1,0,0,8,0,0,0,4,0.333333333,23,1.0,0,0.0,0.625,0,0,4.5,1,0.75,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,8,12,66,3,5,12,2.0,12,0.0,0,0.0,0.347222222,0,0,0.0,1,1.0,False,False,0.0,False,0.1,False,0.0,FMeasure,FMeasure,False,0.09821911914544201
1,0,12,52,21,1,12,2,2.0,337,0.0,0,0.0,0.404761905,0,0,47.14285714,5,2.7143,False,False,0.0,False,0.0,False,0.15,FMeasure,FMeasure,False,0.0015674365086045829
1,0,14,46,260,10,4,28,0.89010989,443,1.0,3,0.0,0.183908046,1,1,13.82758621,8,1.4138,True,False,0.0,False,0.2333333333333333,False,0.26666666666666666,FMeasure,FMeasure,False,0.2319618229408695
2,0,7,17,21,1,7,7,2.0,73,0.0,0,0.25,0.428571429,0,0,9.428571429,2,1.0,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,4,13,15,2,2,5,2.0,84,0.0,0,0.0,0.5,0,0,13.0,1,0.8333,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,0,10,1,0,0,2,2.0,45,0.0,0,0.0,0.5,0,0,21.5,4,2.0,False,False,0.0,False,0.025,False,0.1,FMeasure,FMeasure,False,0.025598558465426996
1,6,39,76,182,8,31,4,0.95625,495,1.0,4,0.0,0.111111111,0,0,21.80952381,2,1.0952,False,False,0.0,False,0.1,False,0.1,FMeasure,FMeasure,False,0.09926282264193048
1,0,26,72,177,0,26,23,0.909090909,380,1.0,10,0.0,0.125,0,0,15.08695652,4,1.2609,False,False,0.2,False,0.2,False,0.1,FMeasure,FMeasure,False,0.19895484197632762
1,0,7,54,31,0,7,6,0.775,297,1.0,0,0.0,0.225,0,0,25.63636364,7,1.6364,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
2,0,2,14,11,1,1,4,0.833333333,117,0.333333333,5,0.764705882,0.4,1,1,17.5,3,1.0,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,5,4,6,5,0,4,2.0,4,0.0,0,0.0,0.833333333,0,0,0.0,1,1.0,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,15,47,60,1,14,10,0.7638888890000001,312,1.0,6,0.0,0.18589743600000005,0,0,22.53846154,7,1.8462,False,False,0.2,False,0.1,False,0.0,FMeasure,FMeasure,False,0.09969150843628946
1,0,3,21,63,3,1,15,0.828571429,152,1.0,1,0.0,0.238095238,1,1,8.8,7,1.4,False,False,0.4166666666666666,False,0.3333333333333333,True,0.5900000000000001,FMeasure,FMeasure,False,0.33662611321750646
3,0,8,31,10,0,8,3,1.25,135,1.0,0,0.8620689659999999,0.4,2,2,25.8,1,0.8,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,2,12,31,2,0,10,0.86,64,1.0,0,0.0,0.681818182,0,0,4.363636364,1,0.8182,False,False,0.0,False,0.0,False,0.1,FMeasure,FMeasure,False,0.0010449457779657374
1,0,3,9,1,0,3,1,1.0,26,0.0,1,0.0,1.0,0,0,11.5,0,0.0,False,False,0.03333333333333333,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0002461452722598714
4,0,15,43,0,1,14,2,0.666666667,402,1.0,0,0.996168582,0.5555555560000001,2,3,198.5,17,8.5,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
4,2,11,8,8,11,0,4,1.0,26,1.0,0,0.894736842,0.6,0,0,3.8,1,0.4,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
5,0,22,6,3,21,1,2,1.5,16,1.0,0,1.0,0.666666667,0,0,4.0,0,0.0,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,16,53,8,1,15,2,1.230769231,361,1.0,0,0.0,0.52,0,0,66.0,8,3.2,True,False,0.0,False,0.0,False,0.2,FMeasure,FMeasure,False,0.002091008322528389
1,0,2,2,1,2,0,2,2.0,2,0.0,0,0.0,0.875,0,0,0.0,1,1.0,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,1,14,21,0,1,10,0.740740741,109,1.0,1,0.0,0.32,1,1,9.6,7,1.5,False,False,0.16666666666666666,False,0.11666666666666665,False,0.1,FMeasure,FMeasure,False,0.11686048010940644
2,0,9,8,6,8,1,3,0.875,79,0.333333333,5,0.8125,0.4166666670000001,1,1,13.6,1,0.6,False,False,0.0,False,0.0,False,0.0,FMeasure,FMeasure,False,0.0
1,0,14,49,53,0,14,11,0.775510204,360,1.0,6,0.0,0.221428571,0,0,22.53333333,4,1.4667,False,False,0.4,False,0.0,False,0.0,FMeasure,FMeasure,False,0.002946758492056441
